STATE,zipcode,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,A00200,N00200,N00300,A00300,SCHF,N02300,A02300,N02500,A02500,N06500,A06500,N10300,A10300,N19700,A19700
GA,31520,8770,3990,1690,2930,4090,17390,7290,400,100,310,30,60,3040,1680,277941,8770,280987,202985,7570,1010,1120,0,220,497,880,9890,4080,22472,5080,24631,1190,6454
GA,31522,8170,3890,3600,490,5060,14360,3140,80,0,80,0,0,570,3610,885572,8170,901647,411588,5600,3760,8692,60,130,438,2530,45837,6470,140477,6840,148759,3700,29825
GA,31523,6140,2350,2740,930,2980,12740,4330,120,0,120,0,0,1220,1500,351426,6140,355705,258049,5170,1550,1463,40,160,489,970,13545,4160,35655,4550,37770,1910,8994
GA,31525,12480,5410,4130,2610,5550,24400,8480,320,50,270,0,40,3180,2670,549817,12480,555670,418233,10760,2290,1231,40,280,893,1660,20571,7800,47666,8800,50667,2800,13276
GA,31527,400,180,200,0,240,670,60,0,0,0,0,0,20,290,29427,400,29696,8051,210,230,314,0,0,0,210,3718,320,3417,340,3559,130,657
GA,31532,240,80,120,50,200,560,200,0,0,0,0,0,70,60,10253,240,10314,8017,220,60,19,40,0,0,40,340,140,701,160,794,40,199
GA,31533,5950,2400,1610,1840,3830,12640,5420,0,0,0,0,290,1840,1060,218546,5950,221493,164282,5110,960,1763,150,240,437,570,7083,2780,18580,3610,20687,920,6432
GA,31535,4450,1560,1570,1230,2830,10070,4300,0,0,0,0,190,1210,740,190434,4450,193240,142230,3870,830,1246,180,180,374,420,5344,2300,16581,2840,18352,770,6275
GA,31537,2910,1010,1120,720,1460,6230,2340,0,0,0,0,0,940,620,121542,2910,122484,91860,2490,580,415,60,90,289,380,4395,1660,9523,1920,10243,530,2630
GA,31539,5140,1780,1930,1360,3380,11950,5120,0,0,0,0,140,1390,930,205402,5140,207504,158265,4520,870,924,240,340,627,500,5327,2670,16843,3280,18302,740,4895
GA,31542,980,350,450,160,670,2160,770,0,0,0,0,0,210,210,41685,980,41950,31960,800,210,117,70,20,74,140,1541,590,3069,700,3333,190,858
GA,31543,1660,580,710,320,870,3690,1400,0,0,0,0,0,450,300,63152,1660,63568,51131,1410,240,66,30,80,221,180,2062,980,4234,1170,4694,220,994
GA,31544,230,90,100,50,150,490,190,0,0,0,0,0,50,60,7961,230,8023,5999,170,50,26,40,0,0,40,372,120,507,160,603,30,168
GA,31545,5800,2040,2170,1470,3230,12760,5040,0,0,0,0,170,1610,1190,235951,5800,238314,179162,4850,1040,710,130,220,592,720,8847,3170,18025,3850,19726,1080,7080
GA,31546,2280,770,970,500,1260,5020,1870,0,0,0,0,60,570,540,112504,2280,113739,79870,1870,530,569,60,80,250,350,4689,1370,10244,1590,11143,560,3048
GA,31548,8890,3340,3780,1580,3400,19170,6980,290,200,90,40,30,2210,1420,414016,8890,417771,335711,7870,1810,901,30,180,585,880,9691,5670,32797,6210,34515,1980,8737
GA,31549,660,240,190,230,370,1380,580,0,0,0,0,0,150,130,20937,660,21129,16230,570,90,29,40,50,91,70,619,300,1349,390,1524,100,390
GA,31550,330,130,160,40,230,720,250,0,0,0,0,0,60,80,13092,330,13193,9640,280,60,19,40,0,0,50,524,180,858,220,994,50,303
GA,31551,340,110,150,60,250,750,290,0,0,0,0,0,60,70,15199,340,15395,10412,280,70,30,60,0,0,50,601,190,1237,240,1432,70,360
GA,31552,370,130,190,40,280,780,270,0,0,0,0,0,70,80,19238,370,19365,13369,290,70,32,40,0,0,60,686,230,1971,250,2068,80,432
GA,31553,1760,690,750,290,1130,3820,1420,0,0,0,0,0,340,370,70840,1760,71631,54184,1460,350,210,90,50,152,240,2352,1060,5185,1260,5852,280,1117
GA,31554,1930,680,740,470,1380,4300,1720,0,0,0,0,60,490,340,72744,1930,73508,60634,1680,350,259,180,90,132,180,1768,1040,5123,1290,5732,290,1199
GA,31555,1100,380,550,160,720,2410,790,0,0,0,0,0,190,290,54940,1100,55426,42065,910,290,178,110,40,121,180,2013,730,4625,830,4965,280,1408
GA,31557,1150,410,540,190,820,2540,920,0,0,0,0,0,220,280,51346,1150,51702,38989,940,280,166,90,30,113,150,1749,700,3966,830,4337,230,1160
GA,31558,8660,3140,4010,1290,3360,18440,6150,210,160,50,30,20,1980,1740,455377,8660,460084,334736,7480,2200,1903,40,190,733,1250,19152,5850,40981,6280,42982,2070,9701
GA,31560,980,340,470,170,570,2240,840,0,0,0,0,20,240,230,44041,980,44503,31925,790,210,86,80,40,120,150,1671,580,3575,670,3887,210,1162
GA,31561,210,70,110,0,170,340,20,0,0,0,0,0,0,150,111523,210,112833,20227,70,150,2523,0,0,0,120,3147,150,24374,170,26384,150,9624
GA,31562,580,170,280,110,280,1290,450,0,0,0,0,0,160,130,22262,580,22357,17211,490,110,39,20,0,0,80,736,340,1457,390,1660,40,207
GA,31563,480,160,250,80,360,1060,360,0,0,0,0,0,80,130,23516,480,23822,16826,380,130,93,70,30,87,80,860,310,2038,360,2252,110,667
GA,31565,850,330,390,120,430,1660,450,0,0,0,0,0,140,270,44883,850,45360,31256,690,240,190,0,30,87,160,2395,590,4293,650,4592,240,1008
GA,31566,1240,440,480,290,650,2740,1080,0,0,0,0,0,360,220,44422,1240,44716,36707,1060,140,24,0,30,64,120,1050,670,2926,850,3297,160,620
GA,31567,300,100,140,50,220,660,240,0,0,0,0,0,60,80,12051,300,12182,8617,230,70,27,30,0,0,40,418,170,745,210,864,40,157
GA,31568,400,130,210,70,200,830,250,0,0,0,0,0,80,90,20381,400,20493,15356,340,110,24,0,0,0,70,646,260,1729,280,1791,110,458
GA,31569,2210,780,1030,340,960,4590,1490,60,30,30,0,0,420,530,118181,2210,119224,89915,1850,620,276,0,50,156,320,3679,1490,10719,1630,11245,640,2789
GA,31601,11580,5080,2460,3840,5820,23360,10000,290,190,100,90,360,3770,1760,354053,11580,358047,273176,10370,1230,1891,110,290,643,830,8876,5100,25832,6370,28790,1370,9650
GA,31602,13580,6360,4110,2830,6630,25800,9020,280,130,160,50,270,3160,2700,674209,13580,685993,449986,11660,2910,4979,100,250,687,1690,22933,8000,76178,8960,81395,2910,22219
GA,31605,9090,3450,3980,1440,3990,19310,6820,290,200,90,30,60,1870,1630,506897,9090,513835,353590,7910,2170,3164,70,170,460,1040,13869,5850,55996,6460,59403,2050,17420
GA,31606,1570,550,660,290,810,3280,1190,30,0,30,0,0,340,310,65401,1570,66196,50502,1330,310,217,40,30,64,170,2002,930,5038,1080,5592,300,1796
GA,31620,3930,1530,1440,870,2210,8400,3260,0,0,0,0,90,950,820,168822,3930,171515,118231,3350,800,1317,130,130,365,440,4806,2100,16761,2460,18060,720,4090
GA,31622,720,250,300,150,450,1590,590,0,0,0,0,20,120,170,31042,720,31316,23010,580,190,177,110,40,61,90,975,400,2775,490,3074,140,847
GA,31624,470,140,210,100,330,1100,430,0,0,0,0,0,100,70,17912,470,18008,15126,410,80,22,50,0,0,40,453,250,1215,320,1381,60,375
GA,31625,440,180,170,80,250,880,310,0,0,0,0,0,100,110,16872,440,17116,12150,370,90,30,40,0,0,60,589,260,1232,300,1422,70,231
GA,31626,1370,530,480,330,800,2850,1060,0,0,0,0,50,290,320,61306,1370,62089,44551,1170,270,298,60,30,76,200,2325,820,5780,920,6383,220,1351
GA,31629,330,140,110,70,200,660,240,0,0,0,0,0,80,80,14459,330,14596,9284,280,60,19,30,0,0,50,659,190,1029,220,1266,60,315
GA,31630,170,60,70,40,90,350,130,0,0,0,0,0,40,40,5845,170,5845,4726,150,20,2,0,0,0,0,0,80,358,90,384,0,0
GA,31631,190,60,80,40,110,420,150,0,0,0,0,0,60,40,7095,190,7132,5415,170,20,2,0,0,0,30,346,100,385,130,433,0,0
GA,31632,4900,1670,2350,760,2420,10940,4050,50,20,30,0,30,930,910,284586,4900,288684,215831,4290,1240,885,160,100,278,540,6560,3280,29389,3600,31272,1350,8734
GA,31634,2040,620,730,640,1220,4530,1870,0,0,0,0,40,740,400,86437,2040,87718,59745,1760,370,246,120,70,150,220,3113,1040,7997,1300,8675,330,2229
GA,31635,2250,780,870,550,1080,4950,1930,0,0,0,0,30,600,370,83785,2250,84869,62264,1920,370,381,70,70,141,210,2290,1170,5683,1430,7121,300,1450
GA,31636,4000,1490,1620,790,2300,8430,3080,30,0,30,0,20,870,880,194604,4000,196936,142704,3400,890,1284,140,80,198,540,6790,2490,18173,2820,19442,910,4581
GA,31637,1030,410,450,160,670,2160,730,0,0,0,0,20,240,230,40789,1030,41402,32133,900,210,81,90,30,59,130,1321,630,2896,750,3175,200,804
GA,31638,400,160,130,90,250,830,330,0,0,0,0,0,110,90,14957,400,15115,10762,350,70,26,30,0,0,40,495,220,1152,250,1284,70,311
GA,31639,3660,1390,1480,700,2120,7850,2860,20,0,20,0,130,850,810,159391,3660,161243,113552,3110,860,1449,210,240,384,440,5087,2070,15436,2380,16814,590,2828
GA,31641,790,280,340,150,430,1700,600,0,0,0,0,0,180,190,34658,790,34908,27090,680,170,72,30,20,94,90,1114,480,2701,560,2934,160,755
GA,31642,1850,660,590,570,1280,4280,1920,0,0,0,0,70,500,270,57265,1850,57821,46265,1600,280,245,110,90,140,150,1708,780,3036,1100,3632,170,938
GA,31643,3320,1320,960,980,2000,6930,2760,20,20,0,0,70,880,720,125987,3320,127977,87361,2830,630,1120,130,60,180,370,4596,1700,9993,2030,11123,480,4702
GA,31645,1720,620,690,370,770,3850,1510,0,0,0,0,20,470,290,61391,1720,61971,48075,1480,300,132,50,60,162,180,1638,940,3753,1120,4246,190,790
GA,31647,1300,500,420,360,770,2890,1240,0,0,0,0,50,370,230,40003,1300,40361,32817,1150,150,88,40,50,134,100,946,590,2307,740,2714,130,605
GA,31648,350,130,130,100,220,840,400,0,0,0,0,0,110,60,11134,350,11200,8811,310,30,32,0,0,0,30,252,160,639,210,733,30,142
GA,31649,260,80,110,50,150,570,220,0,0,0,0,0,70,40,9819,260,9878,7797,210,30,4,0,0,0,20,309,150,616,170,731,40,119
GA,31650,1140,410,360,350,770,2540,1120,0,0,0,0,40,310,190,38224,1140,38815,30279,990,190,196,80,70,135,90,1088,570,2682,710,3051,120,662
GA,31701,7240,3130,1030,2980,4660,14590,6570,60,0,60,0,640,3110,1200,221168,7240,224288,163475,6150,670,776,20,170,441,570,6335,2760,17749,4060,20031,1110,6435
GA,31705,11980,4810,2230,4770,7210,25250,11420,190,70,110,0,920,4850,2080,340591,11980,343975,266538,10240,1130,619,70,340,916,1050,11324,4840,18299,6680,21414,1840,10775
GA,31707,10680,5080,2280,3160,5960,19970,7440,180,40,140,0,440,3380,2330,420807,10680,425772,297994,8960,1780,2665,50,240,657,1400,18790,5700,36751,6800,40058,2380,16150
GA,31709,6310,2400,1710,2070,3850,13670,5890,0,0,0,0,150,1610,1380,274117,6310,278178,189620,5370,1150,1859,120,180,438,790,11421,3320,25278,3870,27736,1340,9346
GA,31711,360,150,120,80,210,740,280,0,0,0,0,0,70,90,14139,360,14248,9918,290,60,23,0,0,0,60,600,200,1089,240,1218,60,341
GA,31712,440,160,190,80,250,920,330,0,0,0,0,0,150,100,16798,440,16928,13867,360,80,34,40,0,0,70,596,250,1128,320,1267,90,398
GA,31714,2580,910,690,940,1540,5400,2290,0,0,0,0,120,1100,490,85452,2580,86467,66697,2220,400,476,130,50,111,240,2622,1140,6014,1430,6710,410,2154
GA,31716,1130,430,360,330,640,2500,1050,0,0,0,0,40,380,260,43014,1130,43310,35212,980,150,38,50,40,96,120,1421,590,2838,720,3127,230,1170
GA,31719,3410,1200,850,1300,2010,7390,3300,0,0,0,0,120,1110,640,116156,3410,117185,88195,2960,450,398,70,130,367,340,4569,1490,8360,1910,9220,610,3639
GA,31721,8780,3430,3270,1880,5290,17640,6070,100,30,70,0,180,1910,2630,700807,8780,709775,403789,7080,2580,4115,140,150,353,1770,28082,5800,96855,6460,101600,3570,31550
GA,31730,3690,1390,880,1360,2280,7860,3400,0,0,0,0,210,1290,820,158191,3690,160686,102676,3190,740,863,170,80,214,410,4981,1820,11694,2180,13007,700,7918
GA,31733,640,230,310,80,430,1350,420,0,0,0,0,0,110,200,39034,640,39559,25457,500,220,349,70,0,0,130,1920,420,4112,480,4480,180,1308
GA,31735,320,130,130,50,210,610,170,0,0,0,0,0,60,140,17322,320,17393,10134,230,90,42,0,0,0,100,1253,210,1741,230,1896,90,403
GA,31738,830,290,370,170,500,1790,640,0,0,0,0,0,200,200,43661,830,44885,27443,710,170,363,50,30,95,110,1373,520,5821,610,6258,140,784
GA,31743,230,60,60,110,120,520,240,0,0,0,0,0,80,50,7269,230,7316,5538,210,30,24,0,0,0,20,303,90,391,130,441,40,230
GA,31744,1180,410,460,250,760,2490,890,0,0,0,0,30,290,310,49779,1180,50747,33419,930,260,242,110,30,113,180,2106,680,3887,820,4490,210,1325
GA,31749,890,360,340,190,580,1980,800,0,0,0,0,40,250,170,31083,890,31280,24607,760,140,143,40,30,66,90,938,450,1880,540,2108,130,546
GA,31750,7030,2500,2350,2030,4130,14920,5820,0,0,0,0,60,2250,1570,276263,7030,280575,196731,6040,1390,2429,270,380,739,910,10992,3710,23499,4480,25707,1310,6891
GA,31756,380,140,180,50,260,780,240,0,0,0,0,0,70,80,17059,380,17253,11314,300,100,52,40,0,0,60,561,230,1377,270,1564,80,397
GA,31757,4300,1570,1770,860,2310,9060,3240,40,0,40,0,90,930,1010,219511,4300,222258,164057,3620,1060,1392,70,90,233,620,8257,2660,21070,2990,22878,1070,6594
GA,31763,11000,3870,4800,2090,5710,24040,8990,140,60,80,0,180,2350,2140,675952,11000,682662,521212,9580,2490,2876,190,280,825,1290,17530,7380,71627,8250,75840,3610,21819
GA,31764,510,190,190,120,330,1030,360,0,0,0,0,0,120,150,20472,510,20649,14636,420,100,40,30,0,0,70,905,290,1546,350,1695,110,495
GA,31765,930,310,350,250,540,2160,890,0,0,0,0,20,260,220,36694,930,37140,25862,760,200,138,80,30,72,130,1487,480,2624,590,3330,130,584
GA,31768,8190,3000,2480,2570,5320,17810,7540,110,0,110,0,420,2570,1540,330514,8190,335917,234213,7050,1310,1904,190,240,713,780,9774,3930,30628,4930,33903,1370,11242
GA,31771,2020,660,770,550,1310,4610,1940,20,0,20,0,80,560,390,77053,2020,78250,58728,1750,290,280,130,50,177,200,2216,1020,5749,1270,6665,280,1446
GA,31772,200,60,80,40,130,420,140,0,0,0,0,0,50,50,7530,200,7581,6330,160,20,5,0,0,0,20,259,110,468,150,508,50,181
GA,31773,1490,530,680,260,790,3180,1090,0,0,0,0,30,340,380,69887,1490,70778,52461,1270,350,246,90,40,98,230,2930,970,5856,1090,6415,320,1599
GA,31774,2300,870,760,630,1410,4790,1830,0,0,0,0,60,710,510,84612,2300,86061,63037,1940,460,800,190,90,170,270,2774,1210,6050,1460,7003,440,2450
GA,31775,1140,430,390,310,780,2770,1310,0,0,0,0,40,330,180,41551,1140,42034,30846,990,130,123,40,40,85,90,1186,480,2574,650,3035,150,1384
GA,31778,990,360,430,200,590,2120,750,0,0,0,0,0,220,260,40601,990,41208,29124,820,240,205,70,0,0,140,1563,580,3150,680,3614,130,684
GA,31779,2990,1070,910,960,1820,6400,2610,0,0,0,0,120,980,640,108293,2990,109728,80844,2540,650,747,140,90,233,360,4018,1530,7473,1900,8572,440,2758
GA,31780,740,270,220,230,450,1530,620,0,0,0,0,0,210,200,30515,740,30737,20699,610,120,69,30,30,62,110,1342,410,2272,470,2498,140,713
GA,31781,610,220,250,130,360,1270,450,0,0,0,0,0,160,140,23470,610,23622,19131,530,110,57,30,20,72,80,788,370,1555,420,1700,140,657
GA,31783,410,150,190,60,270,870,290,0,0,0,0,0,110,120,16369,410,16501,12781,330,120,51,70,0,0,70,616,250,1147,290,1281,90,368
GA,31784,300,100,130,60,170,690,280,0,0,0,0,0,90,70,11443,300,11658,7997,240,60,24,40,0,0,40,454,160,735,200,892,40,117
GA,31787,610,220,190,180,390,1320,540,0,0,0,0,0,190,150,25622,610,26002,18912,520,100,35,30,0,0,80,1057,330,1889,390,2160,130,722
GA,31788,3640,1230,1300,1040,2380,8520,3760,40,0,40,0,130,970,690,142658,3640,144758,106760,3120,620,509,130,110,287,370,4364,1790,10710,2200,12141,640,4024
GA,31789,550,210,230,90,370,1130,380,0,0,0,0,0,130,120,24354,550,24644,19399,480,110,33,70,0,0,80,734,330,1811,370,1997,130,538
GA,31790,740,260,330,140,510,1540,540,0,0,0,0,0,210,180,30627,740,31158,23251,600,200,129,90,0,0,90,971,420,2434,510,2838,150,754
GA,31791,4950,1870,1710,1330,2980,10250,3810,30,0,30,0,220,1380,1140,213134,4950,215491,156183,4220,920,1140,220,130,291,600,7088,2780,17835,3230,19321,1180,6774
GA,31792,9340,3900,2770,2490,4960,19010,7390,110,0,110,0,320,2330,2150,526435,9340,533888,361365,7820,2070,2954,120,190,527,1290,18136,5360,69212,6170,74207,2070,18024
GA,31793,4020,1540,1740,640,2670,8410,2900,50,0,50,0,90,700,1010,239775,4020,243890,162300,3320,1110,2252,160,80,222,610,8619,2600,25533,2910,27797,1300,10903
GA,31794,10710,4580,3090,2860,7070,22610,9350,110,0,110,0,670,3140,1920,452216,10710,457495,331031,9310,1720,2011,210,270,566,1110,14918,5390,44496,6490,48099,2120,15556
GA,31795,870,340,300,210,610,1790,660,0,0,0,0,40,210,170,33653,870,33948,25973,760,150,104,60,30,76,90,1095,490,2548,580,2852,170,888
GA,31796,430,180,150,90,260,820,240,0,0,0,0,0,130,130,18918,430,19121,12166,320,110,66,20,0,0,90,1105,260,1685,300,1905,100,438
GA,31798,420,150,200,60,290,890,300,0,0,0,0,0,80,100,19192,420,19562,12442,350,120,68,90,0,0,60,578,240,1723,310,2034,80,579
GA,31801,1100,410,430,230,640,2280,790,60,60,0,0,0,300,270,52620,1100,53219,37487,920,190,181,30,40,117,130,1446,650,5526,760,5944,260,1182
GA,31803,1850,680,610,540,1150,4020,1640,130,130,0,40,0,570,400,79643,1850,80828,52164,1600,290,458,130,130,395,220,2409,950,6783,1180,7543,330,1533
GA,31804,2570,930,1310,280,1550,5400,1730,30,30,0,0,0,430,660,190066,2570,191974,128643,2150,770,454,30,60,136,420,6258,1860,19647,2030,21018,1080,5900
GA,31805,1150,470,390,250,600,2390,900,40,40,0,0,20,360,230,40563,1150,40880,31293,980,140,83,0,60,140,140,1391,650,2638,760,2915,170,850
GA,31806,1660,560,680,400,1000,3720,1490,0,0,0,0,20,330,310,73614,1660,74166,56965,1430,260,155,90,70,174,190,2169,960,5562,1120,6088,330,1919
GA,31807,1130,360,630,110,620,2480,820,0,0,0,0,0,200,280,77308,1130,77912,57349,960,340,200,0,30,87,190,2739,860,6864,910,7271,500,2560
GA,31808,3580,1280,1890,350,2150,7620,2480,80,80,0,0,0,500,920,292185,3580,296989,197014,3000,1160,1355,30,70,199,610,9240,2670,39195,2880,41299,1580,10013
GA,31811,2180,870,930,300,1300,4450,1490,30,30,0,0,0,470,500,153451,2180,155208,108584,1860,530,726,40,80,143,360,5017,1500,19437,1620,20638,830,5499
GA,31812,200,90,60,50,140,380,150,0,0,0,0,0,70,50,6427,200,6466,5073,170,0,0,0,0,0,30,210,110,401,130,457,40,191
GA,31815,760,280,190,270,510,1570,630,0,0,0,0,0,290,200,26305,760,26415,20173,640,100,96,40,30,102,100,1034,380,1826,460,1978,120,613
GA,31816,2180,930,600,600,1450,4400,1700,0,0,0,0,0,770,500,82590,2180,83537,60162,1900,420,290,40,100,203,280,3469,1150,6003,1360,6569,460,2788
GA,31820,4900,1650,2640,480,2710,10720,3600,140,140,0,0,0,680,1190,424687,4900,429865,303443,4100,1770,1679,40,120,382,840,14772,3740,53597,3960,56376,2460,15714
GA,31822,2440,990,970,420,1570,4820,1560,0,0,0,0,0,630,740,152921,2440,154547,93844,2000,650,890,70,100,125,470,7595,1540,17810,1690,18958,830,5241
GA,31823,340,150,160,40,200,680,220,0,0,0,0,0,80,100,15010,340,15128,11821,300,70,27,0,0,0,60,691,220,1152,240,1245,100,477
GA,31824,620,220,200,210,420,1330,520,0,0,0,0,0,220,140,22010,620,22182,16959,530,100,51,30,40,141,80,763,330,1375,400,1558,90,394
GA,31825,770,280,220,260,550,1600,620,0,0,0,0,0,330,200,28320,770,28509,22040,670,120,56,50,40,99,100,1257,400,1972,490,2155,130,636
GA,31826,820,300,280,220,500,1670,610,0,0,0,0,0,270,190,31196,820,31480,23791,690,120,56,0,40,90,100,1159,470,1920,540,2259,210,942
GA,31827,770,330,160,280,610,1540,620,0,0,0,0,0,350,180,25606,770,25839,19396,670,110,42,20,40,86,100,1174,390,1470,490,1702,210,1310
GA,31829,680,240,350,70,410,1410,420,0,0,0,0,0,110,210,48752,680,49284,33971,550,200,111,0,30,69,140,2163,500,5169,530,5460,310,1780
GA,31830,890,390,290,200,610,1730,590,0,0,0,0,0,240,270,37695,890,38204,26838,730,220,158,40,40,78,160,1763,560,3060,640,3381,200,1156
GA,31831,1430,550,650,200,840,3010,1000,0,0,0,0,0,310,330,81014,1430,81700,63097,1230,330,143,40,60,118,210,3075,990,7442,1080,7886,530,2483
GA,31833,3090,1370,890,800,2210,6250,2430,0,0,0,0,0,1210,610,145717,3090,146930,115075,2730,480,611,40,130,319,350,4994,1620,13495,1860,14624,740,4990
GA,31836,400,160,130,110,280,740,240,0,0,0,0,0,120,140,16232,400,16358,9997,320,90,56,30,0,0,80,822,230,1345,280,1264,110,504
GA,31901,2490,1370,420,650,1380,4360,1550,140,140,0,60,40,920,350,130739,2490,132454,105636,2210,340,366,0,70,173,150,2341,1370,20722,1630,22067,420,3005
GA,31903,7990,3410,890,3570,5370,16710,7990,640,580,60,200,410,4050,1120,169159,7990,170654,138807,6990,480,204,0,350,703,430,3396,2640,5998,4030,7827,620,2840
GA,31904,14090,6250,4740,2790,8200,27930,9910,590,540,50,140,130,3500,3150,1067609,14090,1080893,671708,11640,3500,8182,50,360,1013,2010,30415,8930,170563,10120,181147,3940,34701
GA,31905,3960,1240,2360,260,1440,10990,4810,430,430,0,0,0,1320,20,166916,3960,168307,165365,3910,520,93,0,70,295,30,234,2390,7886,2490,8075,220,1075
GA,31906,9730,4660,1760,3100,6100,18360,7280,760,700,50,240,270,3620,1990,482293,9730,487664,317233,8270,1520,4256,40,350,786,1040,14551,4900,56270,5960,60850,2030,19862
GA,31907,25420,11740,5310,7700,14840,47960,18380,1750,1620,130,360,510,9740,5030,874313,25420,882304,673796,21810,3430,2248,0,1090,2661,2850,31522,13610,58694,16120,63856,5660,31627
GA,31909,16890,7350,6060,3020,8780,32720,10730,690,620,70,120,100,3900,3340,865610,16890,874993,680213,14440,3740,3029,30,460,1327,2150,28963,11640,82079,12720,86792,4570,22539
GA,39813,750,280,190,260,490,1670,760,0,0,0,0,0,260,150,27211,750,27574,20839,650,120,105,50,0,0,70,960,350,1903,460,2194,120,658
GA,39815,640,260,150,220,400,1290,530,0,0,0,0,0,260,120,19783,640,19904,16151,570,70,21,0,0,0,60,708,330,1088,370,1197,100,565
GA,39817,4070,1600,1060,1320,2510,8590,3640,0,0,0,0,90,1600,690,135346,4070,136993,107420,3530,580,541,80,150,290,330,3549,1940,8465,2490,9743,680,4925
GA,39819,4080,1570,1290,1140,2510,8530,3380,0,0,0,0,80,1290,940,190679,4080,193580,126592,3390,960,1579,80,90,168,540,6878,2260,18371,2640,19922,910,6914
GA,39823,3330,1320,950,990,2370,7080,2940,0,0,0,0,60,1090,760,132738,3330,134390,95419,2830,760,697,190,90,227,420,5471,1700,10990,2060,12074,560,3061
GA,39824,130,40,50,40,90,290,110,0,0,0,0,0,40,30,5227,130,5266,4226,120,20,10,0,0,0,20,228,80,340,90,391,0,0
GA,39825,520,200,220,100,330,1150,440,0,0,0,0,0,160,130,23878,520,24266,15560,440,120,157,40,20,40,80,871,300,2011,370,2267,90,494
GA,39826,250,100,60,80,150,530,230,0,0,0,0,0,90,70,9025,250,9090,7112,210,40,7,0,0,0,30,325,140,619,180,687,50,214
GA,39827,1470,560,600,290,980,3190,1210,0,0,0,0,30,400,290,62430,1470,63336,48553,1270,340,175,70,50,72,160,1749,880,4903,1010,5614,280,1274
GA,39828,5970,2160,1710,1980,4040,13610,6200,0,0,0,0,170,1850,1200,236064,5970,238598,166756,5180,1130,1624,110,140,280,660,8320,2920,19573,3460,21604,930,5351
GA,39834,860,320,340,170,530,1800,650,0,0,0,0,0,220,210,39591,860,40207,26654,700,230,117,70,20,41,120,1491,530,3341,630,3736,210,1147
GA,39836,150,60,60,40,120,340,120,0,0,0,0,0,50,40,6222,150,6273,4463,140,30,22,0,0,0,30,374,90,389,100,464,30,161
GA,39837,2240,800,850,560,1490,4710,1720,0,0,0,0,40,640,570,100126,2240,101811,69143,1870,540,960,150,60,112,320,3956,1280,8004,1510,8863,470,3751
GA,39840,1810,650,460,700,1230,3830,1620,0,0,0,0,100,590,450,62619,1810,63386,46126,1550,330,324,70,40,113,240,2569,870,4286,1110,4804,300,1652
GA,39841,310,120,70,120,240,650,270,0,0,0,0,0,120,70,12273,310,12396,8294,280,50,41,20,0,0,40,493,150,1073,180,1225,40,263
GA,39842,3220,1250,790,1140,2040,6720,2810,0,0,0,0,120,1230,770,128034,3220,129344,85012,2720,630,1005,120,90,192,390,5171,1530,11533,1970,12723,610,3701
GA,39845,2970,1030,1030,850,1820,6280,2360,0,0,0,0,30,920,790,139792,2970,141544,90114,2410,710,823,140,90,183,460,5794,1620,14072,1940,14886,570,3698
GA,39846,770,290,220,270,480,1680,710,0,0,0,0,30,270,170,28855,770,29181,20252,680,120,137,40,0,0,90,1296,380,2268,460,2608,130,730
GA,39851,800,280,180,330,510,1650,680,0,0,0,0,30,290,230,26627,800,26819,16954,660,130,91,40,30,64,110,1302,360,1731,450,1945,120,586
GA,39854,830,300,270,250,600,1660,590,0,0,0,0,30,280,260,26924,830,27035,17505,640,160,68,20,20,64,140,1686,430,1738,510,1896,110,505
GA,39859,510,190,180,120,330,1020,360,0,0,0,0,0,120,140,22005,510,22273,15694,410,150,131,40,0,0,90,1042,320,1814,370,1899,110,559
GA,39861,320,120,140,70,240,700,220,0,0,0,0,0,80,100,15547,320,15658,9962,270,90,31,40,0,0,60,801,200,1291,240,1234,70,364
GA,39862,520,230,150,130,310,980,330,0,0,0,0,0,140,170,20813,520,21351,12832,410,110,109,40,0,0,90,1069,300,1633,340,1820,120,657
GA,39866,200,100,60,40,140,350,120,0,0,0,0,0,50,60,7963,200,7996,5859,170,40,13,0,0,0,20,371,120,622,140,693,40,192
GA,39867,160,70,50,40,110,300,110,0,0,0,0,0,50,60,5013,160,5029,3070,120,30,9,0,0,0,30,408,90,291,110,316,30,82
GA,39870,820,320,230,260,460,1740,690,0,0,0,0,20,260,200,30911,820,31420,21675,700,160,107,50,20,53,90,1038,430,2391,540,2727,150,806
GA,39877,190,80,80,30,120,400,120,0,0,0,0,0,40,50,7206,190,7259,5200,150,40,8,0,0,0,30,356,110,487,140,559,30,109
GA,39886,580,240,140,170,400,1180,480,0,0,0,0,0,200,130,22411,580,22589,16807,500,120,159,40,0,0,70,807,320,1829,380,1977,90,591
GA,39897,1340,480,550,250,860,2780,960,0,0,0,0,30,340,330,58654,1340,59513,42866,1120,350,364,100,40,81,210,2382,830,4828,950,5396,230,1330
GA,99999,58890,30300,14590,12680,32950,106400,34920,2080,1110,960,220,370,9480,16140,3976232,58890,4030176,2007479,47030,12500,35442,860,1950,5513,8720,118048,38600,542212,43450,581697,15280,137571
