STATE,zipcode,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,A00200,N00200,N00300,A00300,SCHF,N02300,A02300,N02500,A02500,N06500,A06500,N10300,A10300,N19700,A19700
GA,30277,9620,3590,4920,910,4920,20700,7150,130,30,100,0,0,1030,2280,716503,9620,724696,558268,8140,3180,2183,60,250,673,1480,21214,7300,83804,7750,87968,4140,21340
GA,30281,30760,13210,8860,7810,15760,61140,23090,640,260,390,50,220,7990,5430,1416212,30760,1431238,1142810,26340,5100,4170,50,940,2903,3200,39576,19130,122406,22080,132072,9370,50375
GA,30285,300,90,130,50,190,630,230,0,0,0,0,0,60,60,15547,300,15641,10426,230,60,22,0,0,0,40,524,170,1388,210,1514,80,382
GA,30286,9120,3610,3150,2140,5550,18620,6830,30,0,30,0,210,2380,2030,379888,9120,383821,278299,7780,1770,2072,110,450,828,1260,15619,5270,32189,6080,35285,1620,9345
GA,30288,3780,1680,610,1370,2090,7600,3330,60,40,20,0,40,1300,620,125548,3780,126753,105918,3210,320,76,0,130,401,310,2911,1950,7838,2510,8886,1000,5114
GA,30290,4060,1560,1990,400,2230,8510,2800,30,0,30,0,0,410,1130,425664,4060,429894,288652,3380,1510,2019,0,80,297,700,11152,3130,63746,3320,66570,1950,19649
GA,30291,10210,4770,1200,4040,5280,20120,9050,250,170,80,50,130,4100,1190,314457,10210,317677,281102,9060,660,355,0,410,1330,540,4734,4850,17727,6230,20218,2470,12171
GA,30292,2460,880,1160,390,1420,5360,1910,0,0,0,0,0,440,540,137386,2460,138945,100589,2050,560,459,60,80,188,380,5024,1690,12583,1900,13548,860,4656
GA,30293,1130,490,350,290,760,2290,850,0,0,0,0,0,340,310,44770,1130,45124,32894,940,240,187,40,50,120,190,2253,640,3099,740,3412,260,1090
GA,30294,19240,8540,3860,6220,9950,37600,15380,310,150,150,30,130,6200,3040,784194,19240,792000,670538,16710,2150,775,0,700,2343,1610,17143,11160,57864,13390,63302,6910,37023
GA,30295,1860,690,820,300,1110,3890,1320,0,0,0,0,0,320,410,100027,1860,101171,74194,1560,400,575,70,60,122,260,3203,1250,9511,1390,10175,570,2809
GA,30296,12820,5860,2070,4550,6930,25000,10580,300,180,120,50,140,4500,2120,427965,12820,432154,360556,11040,1180,419,0,440,1369,1030,10394,6570,26886,8240,30181,3560,18139
GA,30297,11080,4670,2060,4200,6900,25890,13040,150,80,70,30,170,3850,1230,279715,11080,282865,235129,9220,630,370,0,320,903,500,4312,4160,12205,6470,16226,1350,5450
GA,30303,1330,980,150,170,630,1820,440,40,40,0,20,0,270,120,104632,1330,105987,53155,1180,170,1215,0,60,145,40,666,750,19922,870,21181,230,2264
GA,30305,13610,8520,4140,670,7950,22030,5080,130,20,110,0,0,1100,2790,3739873,13610,3801678,1760288,10790,6060,52085,40,180,622,1780,38287,11600,815564,12100,863143,6550,244482
GA,30306,12210,7660,3830,510,5900,20280,4770,70,30,40,0,0,950,1820,2031236,12210,2072195,1354800,10590,5220,10862,30,190,580,960,18136,10640,407528,11020,433243,5700,70753
GA,30307,10040,5930,3100,810,4800,17030,4280,90,30,50,0,0,1160,1540,1418640,10040,1447962,907981,8620,3800,7429,20,210,702,840,15488,8370,283803,8880,302151,4430,37082
GA,30308,10680,8240,1340,870,4040,13790,2040,110,90,20,30,30,1880,680,856170,10680,869698,736677,9910,2420,2586,0,230,803,300,4671,8860,142188,9410,148646,3100,16968
GA,30309,14790,10910,2900,710,6800,20290,3080,90,40,50,0,0,1700,1850,2281314,14790,2325084,1433780,12980,5160,20224,30,260,966,1030,21135,12810,465242,13270,491101,5990,72475
GA,30310,11560,6210,950,4210,5710,21010,8780,570,490,90,160,200,4680,1640,301514,11560,305514,253682,9840,720,222,0,420,1276,550,4454,5130,18738,7120,22463,1610,7434
GA,30311,14000,6880,1500,5330,7450,26390,11290,740,540,200,180,210,5420,3170,441900,14000,446323,305987,11230,1430,661,0,440,1319,1510,15676,6380,34198,8500,38440,2670,18807
GA,30312,11080,7400,1590,1850,4560,16910,4500,240,210,40,70,50,2690,750,672611,11080,684359,579336,10130,1970,1023,0,320,1013,300,3413,7970,90781,8890,96886,3140,11789
GA,30313,2070,1400,190,440,890,3030,880,60,60,0,20,0,600,140,124960,2070,126746,99464,1900,280,151,0,80,189,50,648,1310,14487,1490,15538,550,2472
GA,30314,6730,3760,370,2510,3380,12060,5200,310,260,50,100,120,3050,860,155389,6730,157061,128427,5840,340,116,0,230,648,290,2470,2630,8799,3830,10639,730,3480
GA,30315,12950,6290,1260,5250,6610,25680,11810,510,450,70,190,240,5460,1320,386805,12950,391469,333069,11290,780,229,0,440,1226,390,3402,5200,29789,7600,34493,1810,7720
GA,30316,15960,9390,3000,3150,7070,26390,7700,310,180,120,50,100,3990,1920,886428,15960,899029,758034,14070,2550,1169,0,510,1525,880,8454,11120,107270,12510,114814,5100,17791
GA,30317,6490,3550,1640,1130,2900,11260,3270,130,50,70,0,40,1400,720,450682,6490,458106,380920,5740,1380,541,0,200,673,290,2936,4710,59577,5210,63652,2280,7550
GA,30318,22390,13110,3900,4970,10200,39110,13600,460,350,120,130,160,6070,2190,1489818,22390,1515719,1154308,19730,3910,3825,20,630,1871,870,10701,14370,221194,16720,236001,5880,39721
GA,30319,20830,11760,7200,1450,10790,37450,10290,200,50,150,0,0,1790,4020,3401206,20830,3456818,2118062,17390,8470,38324,50,370,1282,2420,47455,17270,663143,18110,700147,9570,158172
GA,30324,15480,10710,3080,1360,6820,23970,5780,140,50,90,0,0,2210,1750,1441794,15480,1465765,1094105,13770,4190,5804,0,310,1105,910,14277,12590,245489,13310,257862,5080,35154
GA,30326,3690,2590,780,220,1930,5040,670,0,0,0,0,0,380,680,695415,3690,706620,430559,3060,1430,12378,0,50,150,440,8990,3230,149155,3340,156830,1570,33187
GA,30327,10920,5040,5130,530,7850,21760,7040,40,0,40,0,0,440,3260,4953938,10920,5045172,2207597,7750,6470,81483,60,120,457,2050,47088,8980,1215202,9430,1285562,6470,372942
GA,30328,17450,8920,6510,1600,9600,31810,8720,320,60,260,0,20,1750,3990,2397291,17450,2442307,1515559,14190,6610,26208,30,340,1081,2460,46951,14120,454620,14930,481320,7560,88620
GA,30329,13800,7720,3280,2540,7010,29520,12850,170,50,120,0,0,1710,1780,942796,13800,955231,657142,11860,2930,14579,0,210,727,900,14172,8490,129994,9770,137640,3090,33385
GA,30331,25540,12250,3850,8680,13190,48060,19520,970,700,280,210,250,8880,5080,1086987,25540,1098344,852407,21380,2750,1301,0,930,3038,2560,28776,14090,103283,17140,111477,7480,49208
GA,30336,690,340,70,250,410,1240,500,20,20,0,0,0,230,80,84709,690,85560,43822,600,80,504,0,20,62,40,476,380,20726,490,21400,190,5174
GA,30337,5090,2500,640,1840,2780,9570,3990,150,110,40,40,90,1890,800,192379,5090,194299,148894,4440,530,599,0,140,353,330,3701,2440,20640,3220,21071,930,5591
GA,30338,16770,7260,7930,1230,8860,34190,10570,310,50,260,0,0,1220,4120,2164190,16770,2201158,1475297,13630,7170,14633,40,300,1001,2810,55113,13910,372186,14560,391971,7900,69268
GA,30339,15760,9830,3990,1560,7530,23860,4610,80,40,40,0,30,2340,2360,1961658,15760,1997221,1183246,13830,4540,18182,30,400,1407,1370,26504,13100,352840,13780,371315,5470,94528
GA,30340,13670,6460,3760,3240,7750,30050,13080,200,70,120,20,50,2140,1850,536841,13670,544474,416445,10810,1960,1620,0,260,773,830,11964,6780,48201,9530,55172,2530,10896
GA,30341,14860,7740,4220,2620,7550,29470,10900,200,60,140,0,30,2100,2190,928400,14860,942197,747465,12300,3290,3385,0,300,1005,1060,16041,9480,119959,11310,128306,4280,19779
GA,30342,14700,7540,4920,1930,8340,30190,11390,140,50,90,0,0,1550,2460,2615278,14700,2661946,1561164,12230,5180,21815,40,250,861,1420,27274,10840,552758,11790,585861,5950,133015
GA,30344,14870,7690,1970,4940,7720,27930,11500,560,430,130,130,190,5450,2480,503421,14870,508978,403454,12770,1460,702,0,550,1723,1110,11524,7510,40791,9520,44998,3080,16318
GA,30345,11870,5990,4100,1560,6050,23740,8310,100,40,60,0,0,1330,2400,1214396,11870,1235827,805715,9660,3870,6965,20,170,662,1430,26233,8550,198713,9500,211167,4580,38685
GA,30346,3150,2000,780,320,1500,4780,930,0,0,0,0,0,480,200,269926,3150,273821,239237,2940,670,543,0,70,242,90,1439,2750,44448,2850,46071,740,3243
GA,30349,34360,15860,4810,12680,18090,66300,28230,780,540,240,160,420,13100,4830,1242844,34360,1255726,1068992,29990,2850,1106,0,1350,4340,2370,26337,17570,90994,22220,100732,9690,53432
GA,30350,17780,9800,4810,2780,8830,30940,9280,400,190,210,70,40,3490,2850,2091762,17780,2128595,1209073,15160,4300,18159,30,480,1878,1650,33245,12630,403097,14060,424738,5340,74980
GA,30354,6560,3040,830,2600,3580,13760,6500,220,160,70,50,100,2510,860,194226,6560,196355,167212,5720,480,243,0,200,518,330,2962,2850,12601,3850,14402,990,4674
GA,30360,7060,3130,2400,1390,3820,15360,6220,120,30,100,0,0,1010,1170,408412,7060,414788,312646,5580,1550,1704,0,160,508,650,10500,4090,48086,5210,52420,1960,9083
GA,30363,1730,1280,290,140,670,2310,370,0,0,0,0,0,270,60,160487,1730,163520,138347,1580,380,365,0,40,166,30,432,1470,28908,1550,30346,550,3231
GA,30401,5150,1850,1510,1700,3740,11060,4620,0,0,0,0,290,1380,1090,190124,5150,192135,137294,4370,820,925,190,280,561,610,7619,2520,14636,3220,16311,850,5024
GA,30410,620,230,250,130,390,1280,450,0,0,0,0,0,140,150,29016,620,29251,22631,520,150,58,50,30,69,80,1001,380,2543,440,2718,160,762
GA,30411,960,330,320,280,640,2040,820,0,0,0,0,0,280,200,34180,960,34573,24960,780,150,129,80,70,162,110,1271,480,2271,640,2522,200,1063
GA,30413,630,240,220,180,420,1290,500,0,0,0,0,30,160,150,23189,630,23393,17579,540,130,98,60,30,68,90,1118,330,1586,390,1758,130,686
GA,30415,2950,1080,1330,490,1590,6370,2260,0,0,0,0,20,590,640,149033,2950,150577,119150,2530,600,348,110,110,204,370,4460,1980,13308,2210,14394,730,3232
GA,30417,3800,1440,1280,1000,2440,8190,3260,0,0,0,0,60,1080,810,160986,3800,162949,113501,3240,760,888,200,100,217,460,5399,2050,13139,2460,14297,640,3849
GA,30420,710,260,290,150,430,1540,580,0,0,0,0,0,160,160,25816,710,26060,20069,590,130,61,60,30,61,90,912,390,1758,480,1973,110,549
GA,30421,1180,440,420,270,700,2440,910,0,0,0,0,0,300,270,47424,1180,47899,34632,950,230,60,100,40,92,160,1631,690,3557,800,3995,200,1152
GA,30425,510,180,210,120,380,1140,450,0,0,0,0,30,110,110,20413,510,20559,15776,430,110,67,50,30,41,60,652,290,1464,340,1614,90,348
GA,30426,400,150,110,130,270,820,320,0,0,0,0,0,110,80,16421,400,16629,12919,350,60,44,30,30,52,40,467,220,1399,280,1603,80,293
GA,30427,4270,1510,1560,1120,2320,9480,3860,30,30,0,0,50,1120,880,177388,4270,180095,122235,3590,1100,1000,290,150,406,530,5672,2260,15474,2710,16832,750,4459
GA,30428,820,280,310,210,520,1780,660,0,0,0,0,0,240,200,31905,820,32106,23121,680,150,61,90,40,81,130,1307,450,2109,570,2445,140,731
GA,30434,2200,800,550,820,1580,4620,1970,0,0,0,0,130,580,510,80038,2200,81182,58957,1860,340,367,100,120,285,260,3011,1090,5583,1350,6368,530,2760
GA,30436,4430,1610,1510,1260,2750,9710,3970,0,0,0,0,0,1020,840,178475,4430,180369,133433,3810,880,1270,240,270,727,490,5941,2280,13660,2810,15032,750,7507
GA,30439,3760,1440,1300,960,2430,8170,3310,0,0,0,0,50,1030,800,146905,3760,148525,102203,3150,650,764,200,130,288,450,5255,1980,11035,2440,12272,620,5075
GA,30441,750,270,270,220,520,1640,640,0,0,0,0,20,190,220,27489,750,27793,20685,650,110,94,80,50,108,100,1096,430,1932,500,2186,140,593
GA,30442,2840,1110,800,900,2070,5900,2410,0,0,0,0,70,690,640,101294,2840,102481,76791,2360,420,383,190,130,237,310,3169,1420,7354,1790,8221,490,2771
GA,30445,1060,390,320,340,590,2220,900,0,0,0,0,0,350,220,38505,1060,38809,29580,930,190,83,60,60,125,120,1507,510,2601,630,2884,180,1063
GA,30446,560,210,200,140,330,1230,480,0,0,0,0,30,160,150,23525,560,23686,17315,470,90,148,40,20,57,80,975,310,1724,390,1931,100,628
GA,30450,1000,410,330,240,670,2170,890,0,0,0,0,40,260,220,33263,1000,33557,24754,820,130,70,70,40,91,110,1273,530,2132,670,2461,140,739
GA,30452,660,290,240,110,420,1310,460,0,0,0,0,0,140,130,27812,660,28137,20161,550,120,33,40,30,65,70,895,390,2493,450,2701,140,832
GA,30453,2370,860,750,720,1380,5320,2300,0,0,0,0,30,630,440,99430,2370,100670,65497,1980,420,253,110,70,226,280,3463,1220,9680,1500,10424,360,2916
GA,30454,230,70,110,30,160,510,170,0,0,0,0,0,50,70,9754,230,9809,8034,180,60,16,30,0,0,40,333,140,645,160,690,40,223
GA,30455,270,110,100,50,160,540,180,0,0,0,0,0,70,70,9368,270,9395,7137,210,50,27,0,20,49,40,426,160,654,180,653,30,95
GA,30456,760,290,210,260,450,1650,720,0,0,0,0,0,220,160,27911,760,28064,23145,650,100,36,40,50,96,80,797,400,1904,490,1999,130,648
GA,30457,2150,790,700,620,1380,4520,1750,0,0,0,0,30,580,460,81588,2150,82254,62355,1850,410,296,160,150,414,250,2827,1130,5922,1390,6601,370,2050
GA,30458,13230,6810,3510,2620,6970,24100,8580,120,30,90,0,400,3220,2090,565901,13230,575171,393289,11640,2180,2808,200,350,815,1220,17488,7120,58583,8260,62368,2560,18740
GA,30461,5800,2240,2460,1000,3450,12360,4500,40,0,40,0,80,1100,1210,341106,5800,345389,240077,4960,1430,1592,160,170,398,750,9890,3840,37748,4290,40031,1700,9662
GA,30467,4690,1860,1560,1200,3070,9650,3620,0,0,0,0,200,1220,1100,191561,4690,193488,145751,4000,880,1061,280,280,435,590,6868,2620,15329,3100,16611,1000,5259
GA,30470,340,120,150,50,250,730,270,0,0,0,0,0,80,70,17565,340,17651,13037,290,90,58,50,30,112,50,770,220,1523,260,1611,100,480
GA,30471,1620,590,560,450,1230,3490,1390,0,0,0,0,90,410,320,59274,1620,59863,45747,1360,260,245,100,100,177,180,1845,830,4274,1070,4858,250,1065
GA,30473,1020,380,380,260,670,2170,820,0,0,0,0,0,250,220,41216,1020,41660,32332,880,200,116,70,90,231,110,1352,550,3361,680,3714,180,857
GA,30474,6050,2240,2000,1720,3630,12860,5130,0,0,0,0,50,1530,1260,289286,6050,292307,218395,5260,1440,1760,170,380,953,730,9149,3380,28646,3990,30656,1410,9599
GA,30477,1280,460,280,520,990,2740,1230,0,0,0,0,90,420,270,45569,1280,45900,34828,1110,140,107,40,80,163,120,1223,570,3696,720,4095,320,1508
GA,30501,11810,4870,3250,3520,7430,28130,13550,110,0,110,0,70,2400,1960,574902,11810,583669,379419,10250,1740,3676,30,280,613,1130,17218,5860,67480,7060,72367,2230,19320
GA,30504,11470,4560,3740,3020,7350,27140,12480,70,0,70,0,40,1980,2050,523906,11470,529075,364400,9810,1700,3396,0,300,849,1220,19847,6020,48406,7300,52351,2330,14699
GA,30506,18760,7410,8940,2050,10200,38970,12750,150,0,150,0,40,2570,4940,1432531,18760,1453100,946152,15230,5300,10512,190,370,1003,3260,52636,13290,190948,14570,202518,6610,55347
GA,30507,11890,4440,4270,3000,7650,28640,13160,90,0,90,0,30,2510,1550,455390,11890,459304,378598,10650,1230,923,50,380,783,850,10554,6220,30064,7670,33707,2300,9926
GA,30510,2650,1020,1140,450,1640,5860,2240,0,0,0,0,0,510,480,104657,2650,105553,84822,2330,400,236,50,180,233,250,2974,1550,7484,1800,8225,430,2122
GA,30511,1490,570,650,230,1000,3310,1290,0,0,0,0,0,230,300,62044,1490,62614,48759,1250,280,302,60,80,123,160,1811,910,4719,1060,5219,260,1497
GA,30512,7460,2750,3920,670,4620,14660,3690,140,0,140,0,0,1100,3040,364177,7460,369104,198228,5100,2290,3139,160,170,433,2070,26931,4860,34244,5590,37230,1780,10500
GA,30513,4690,1830,2230,540,2980,9120,2520,60,0,60,0,30,910,1560,234813,4690,238375,135181,3430,1220,2136,50,170,351,980,13341,2930,24539,3460,27274,1040,5454
GA,30516,790,300,320,170,530,1820,750,0,0,0,0,0,180,150,30589,790,30924,23910,680,110,112,60,40,49,90,1101,440,2013,530,2333,110,610
GA,30517,6120,2250,3030,730,3050,13550,4870,40,0,40,0,0,880,1210,558691,6120,565852,379180,5250,1550,3870,40,170,509,760,12482,4430,84339,4870,89122,2520,25260
GA,30518,21570,8450,9130,3480,10600,48230,19110,280,30,250,0,40,3150,3520,1363712,21570,1380853,1089408,18530,4780,4393,30,490,1517,1900,25557,14400,155118,16610,166176,7230,35014
GA,30519,20430,8280,8890,2820,10110,43770,16330,230,30,200,0,0,2870,3220,1378717,20430,1396086,1068232,17630,4650,4387,50,460,1648,1920,27905,14350,164378,16190,175838,7510,39673
GA,30520,1670,600,740,300,1090,3670,1360,20,0,20,0,0,350,370,66621,1670,67279,52241,1390,290,336,130,100,122,200,2264,980,4857,1170,5539,260,1224
GA,30521,2050,760,960,290,1280,4400,1490,0,0,0,0,0,390,470,88443,2050,89571,63967,1630,400,410,230,70,127,290,3647,1300,7031,1530,8075,370,1823
GA,30522,510,210,270,30,310,940,180,0,0,0,0,0,60,240,26233,510,26507,14014,330,170,105,0,0,0,160,2277,360,2688,400,2888,130,575
GA,30523,5300,2010,2610,540,3350,10710,3120,30,0,30,0,0,670,1760,306368,5300,311140,179994,4040,1630,3117,150,190,323,1160,16728,3560,33273,3990,35996,1450,11873
GA,30525,3500,1520,1480,460,2260,6980,2240,0,0,0,0,0,560,1130,161236,3500,163399,92171,2630,860,1458,60,110,239,660,9253,2030,16047,2470,17890,660,3815
GA,30527,1830,680,930,180,1070,3840,1230,0,0,0,0,0,240,470,124223,1830,125862,75277,1520,490,594,80,30,74,300,4061,1310,12685,1460,13687,560,5534
GA,30528,9170,3550,4230,1210,5380,18760,6010,140,0,140,0,20,1540,2440,411861,9170,416813,289040,7410,1890,2355,210,300,615,1500,18886,5810,35277,6810,39129,1980,11240
GA,30529,4720,1900,1760,940,2540,9870,3650,30,0,30,0,50,1040,960,196952,4720,198925,151698,4090,680,738,80,120,259,590,6966,2890,15646,3290,16892,900,4646
GA,30530,2470,940,1120,410,1370,5310,1910,20,0,20,0,20,490,520,112746,2470,113879,84767,2090,440,449,130,80,156,330,4060,1560,9559,1800,10444,480,2601
GA,30531,4680,1770,1870,980,3030,10460,4210,0,0,0,0,20,780,1010,217768,4680,219798,149892,4020,860,1566,60,260,333,600,8124,2660,19049,3130,20811,870,6519
GA,30533,9900,4280,4370,1090,5280,19200,5620,120,0,120,0,90,1600,2620,494738,9900,501917,327731,7990,2230,3435,140,320,668,1660,23891,6570,48664,7480,53132,2230,10069
GA,30534,11770,4780,5390,1300,6260,23940,7640,50,0,50,0,60,1880,2860,737092,11770,746726,501908,9770,2820,4449,170,230,678,1790,25531,8250,87477,9260,93489,3530,16509
GA,30535,2950,1190,1320,410,1820,5960,1890,0,0,0,0,0,500,750,145356,2950,146938,103715,2460,690,643,40,140,236,460,6002,1980,13651,2210,14789,700,4375
GA,30536,2970,1080,1500,340,1850,5990,1690,0,0,0,0,0,520,1020,153916,2970,156115,96978,2200,820,1250,120,70,197,650,8418,1940,15222,2240,16786,730,3429
GA,30537,530,220,260,50,370,1010,270,0,0,0,0,0,60,250,26853,530,27061,12744,350,190,224,0,20,78,150,2515,330,2691,380,2940,150,614
GA,30538,1210,470,530,180,740,2530,850,0,0,0,0,0,260,270,45952,1210,46251,35361,1060,260,300,60,80,128,160,1648,740,3233,870,3608,190,1058
GA,30540,7260,2740,3260,1140,4520,15320,5190,50,30,20,0,70,1550,2140,341198,7260,345564,207184,5540,1550,2474,100,210,425,1330,17289,4280,33421,5150,36432,1360,14825
GA,30541,760,270,380,100,490,1570,460,0,0,0,0,0,160,270,32149,760,32682,22237,580,170,98,0,30,121,150,1829,480,2602,550,2938,130,591
GA,30542,15730,6450,6860,2090,7800,32490,11230,110,0,110,0,30,2240,3180,1058772,15730,1072605,774641,13600,3560,4558,40,420,1145,1920,28964,11240,125797,12340,133582,5400,33996
GA,30543,1870,670,810,360,1120,4300,1730,0,0,0,0,0,350,310,80100,1870,81008,62624,1620,270,235,80,50,99,170,1994,1110,5842,1320,6568,410,1568
GA,30545,540,250,220,60,310,950,220,0,0,0,0,0,60,190,23588,540,23850,12951,390,150,163,0,0,0,110,1494,360,2078,410,2324,110,438
GA,30546,3200,1290,1580,290,2050,5930,1350,80,0,80,0,0,390,1470,162477,3200,164720,73507,2070,1140,1616,60,50,158,990,13993,2080,16792,2410,18231,800,4833
GA,30547,1410,510,650,210,930,2960,1000,0,0,0,0,0,240,320,66504,1410,67182,47672,1190,250,250,100,60,96,180,2166,900,5308,1030,5899,270,1356
GA,30548,8100,2890,4450,610,3900,17570,5650,70,0,70,0,0,790,2560,667646,8100,676624,423768,6200,2780,4112,70,170,485,1880,31475,6120,84374,6600,88739,3560,20677
GA,30549,9790,3480,4780,1320,4860,21980,8160,90,0,90,0,80,1710,1920,579749,9790,586259,452044,8430,2090,2486,170,250,622,1300,17127,6740,57372,7490,61209,3240,15350
GA,30552,620,240,310,50,390,1210,330,0,0,0,0,0,90,240,47774,620,48510,16431,430,200,268,0,0,0,140,2374,400,6163,470,6665,170,1280
GA,30553,3030,1210,1230,520,1880,6290,2180,60,0,60,0,0,640,830,148950,3030,150479,101545,2440,680,1553,130,150,225,520,6804,1890,15308,2150,16431,620,3624
GA,30554,3220,1210,1480,470,1720,6850,2360,30,0,30,0,0,660,640,149036,3220,150693,118640,2790,530,354,130,110,190,400,4570,2080,12442,2380,13638,680,3283
GA,30555,930,390,390,130,570,1770,530,0,0,0,0,0,230,270,36190,930,36728,22565,710,180,98,0,30,67,160,2019,550,2894,650,3397,150,631
GA,30557,1910,720,850,290,1160,3850,1230,0,0,0,0,0,410,480,81983,1910,82938,56112,1540,380,570,110,110,191,310,3786,1140,7500,1350,8233,330,1601
GA,30558,2190,830,930,360,1220,4640,1620,0,0,0,0,20,490,430,94663,2190,95592,74878,1860,330,267,90,50,120,230,2562,1340,7956,1570,8727,400,2008
GA,30559,1640,580,850,200,1040,3360,960,30,0,30,0,0,350,550,79507,1640,80590,46197,1190,400,437,30,50,127,360,4721,1000,7975,1220,8860,340,1858
GA,30560,1860,720,930,180,1170,3560,890,30,0,30,0,0,340,730,83887,1860,85129,48331,1320,480,498,20,70,142,450,6074,1180,7491,1390,8326,420,1815
GA,30563,2160,820,1010,300,1310,4740,1700,0,0,0,0,0,370,480,99352,2160,100108,79692,1870,440,427,40,120,177,270,3352,1420,7824,1610,8470,520,2503
GA,30564,2010,790,950,230,1140,4100,1280,40,0,40,0,0,290,510,105991,2010,107451,72127,1650,440,805,50,60,163,340,4326,1380,9854,1540,10920,530,4690
GA,30565,1980,760,860,310,1050,4310,1610,0,0,0,0,0,400,400,88574,1980,89410,70157,1720,350,176,70,50,131,270,3216,1250,7282,1390,7850,400,1557
GA,30566,4090,1860,1320,830,2210,8340,3140,40,0,40,0,0,770,810,187566,4090,189901,138455,3550,610,740,0,140,302,460,5654,2530,18547,2900,20083,880,4248
GA,30567,1370,520,640,190,730,2950,1020,0,0,0,0,0,230,320,73859,1370,74638,55449,1130,300,206,40,50,101,210,2585,910,6979,1050,7584,390,1673
GA,30568,810,320,360,100,500,1570,460,0,0,0,0,0,110,270,35644,810,36009,22156,610,210,212,0,30,37,170,2222,500,3058,570,3383,160,743
GA,30571,1330,490,720,110,830,2540,560,30,0,30,0,0,140,670,85668,1330,86698,38451,860,480,681,30,20,35,440,7233,960,8884,1050,9610,430,2460
GA,30572,430,160,230,30,270,860,200,0,0,0,0,0,50,220,23584,430,23783,10568,260,140,130,0,0,0,130,1955,290,2494,340,2762,110,486
GA,30575,660,250,270,150,420,1460,570,0,0,0,0,0,120,120,28006,660,28250,21961,580,100,32,30,0,0,70,893,400,2086,480,2335,140,639
GA,30576,1060,410,500,130,640,2110,620,0,0,0,0,0,130,330,55402,1060,56348,29563,810,270,610,0,30,76,210,3174,650,4774,780,5398,230,1424
GA,30577,8490,3370,3520,1470,5230,17380,5920,40,0,40,0,50,1850,2120,395482,8490,401078,266273,7170,1940,5102,160,420,811,1210,15000,5190,42454,6010,46240,1490,9175
GA,30582,1980,800,990,180,1210,3710,870,30,0,30,0,0,300,800,97128,1980,98193,53739,1390,640,831,30,30,75,550,7686,1290,9422,1470,10010,470,2487
GA,30601,8190,4170,1400,2490,3700,15700,6660,220,160,60,50,60,2490,810,247410,8190,251083,205941,7440,710,525,20,210,590,340,3498,3980,18090,4930,20408,900,3713
GA,30605,14710,8100,3920,2400,5530,24950,7460,420,300,120,70,80,2820,2600,689958,14710,699057,465236,12730,3150,3394,60,230,604,1700,28446,9270,73287,10350,77765,2830,19295
GA,30606,17910,9040,5600,2900,8480,32820,10410,480,300,190,80,50,3220,3940,1266889,17910,1284969,772463,15050,4650,8450,80,310,903,2460,41115,11980,184081,13190,193833,4740,47404
GA,30607,4570,1700,1500,1260,2500,10340,4500,90,50,40,0,30,1030,840,216684,4570,219733,151892,3940,780,1343,30,100,258,520,7343,2470,22042,2910,23718,980,6272
GA,30619,680,280,320,70,330,1340,410,0,0,0,0,0,90,200,38579,680,39021,24224,550,210,105,30,0,0,140,1774,500,3826,540,4080,180,785
GA,30620,5440,2060,2420,830,2390,12220,4690,60,0,60,0,20,1160,820,282846,5440,285693,233372,4810,790,391,40,150,418,500,5835,3660,24241,4150,26145,1680,6324
GA,30621,2140,720,1200,180,1140,5090,1980,30,0,30,0,0,190,460,219095,2140,221930,157921,1820,760,986,60,30,72,280,4322,1630,35041,1750,36612,980,7248
GA,30622,4130,1550,2050,450,2070,9000,3240,60,20,40,0,0,460,900,352401,4130,356411,221582,3520,1260,1076,60,80,234,560,8589,3040,40903,3300,53606,1620,11238
GA,30624,1070,380,450,200,590,2280,820,0,0,0,0,0,220,240,40000,1070,40450,30181,870,160,42,80,70,93,140,1328,610,2771,740,3292,170,981
GA,30625,990,350,490,120,540,1980,540,0,0,0,0,0,140,370,67464,990,68276,36774,740,330,445,50,30,59,230,3692,680,6907,760,7355,340,1937
GA,30627,860,320,350,170,410,1830,670,0,0,0,0,0,190,200,31748,860,32114,23682,690,130,74,50,40,81,120,1135,500,2127,590,2454,130,601
GA,30628,2740,1040,1190,470,1280,5880,2100,20,0,20,0,0,540,590,132310,2740,133441,97061,2340,510,351,90,90,158,340,4433,1750,11795,1970,12726,630,3129
GA,30629,1860,720,790,320,970,3990,1410,0,0,0,0,0,390,410,82457,1860,83193,59814,1560,320,292,100,80,175,240,2800,1140,6731,1350,7378,330,1341
GA,30630,1000,390,380,200,490,2030,720,0,0,0,0,0,210,230,40263,1000,40696,29187,850,190,77,50,30,81,150,1521,600,3030,690,3353,170,685
GA,30631,610,230,190,180,290,1220,460,20,20,0,0,0,170,160,20965,610,21167,14479,500,120,119,30,20,44,90,1116,330,1384,390,1550,110,550
GA,30633,3320,1260,1570,420,1880,6870,2190,40,0,40,0,0,590,780,145392,3320,147191,106702,2770,660,645,190,100,185,500,5850,2140,11624,2460,13021,600,2942
GA,30634,910,320,420,160,560,2040,770,0,0,0,0,0,210,220,36848,910,37303,27398,790,150,126,80,70,91,130,1380,530,2642,630,3136,160,913
